generated_scenario;speed (km/s);composition;distance (km);weight (g);angle (degrees)
837;10;ICE_STONE;1000;60000;30
838;10;ICE_STONE;20;40001;31
839;10;ICE_STONE;20;40001;45
840;10;ICE_STONE;20;40001;60
841;10;ICE_STONE;20;50000;31
842;10;ICE_STONE;20;50000;45
843;10;ICE_STONE;20;50000;60
844;10;ICE_STONE;20;60000;31
845;10;ICE_STONE;20;60000;45
846;10;ICE_STONE;20;60000;60
847;10;ICE_STONE;510;40001;31
848;10;ICE_STONE;510;40001;45
849;10;ICE_STONE;510;40001;60
850;10;ICE_STONE;510;50000;31
851;10;ICE_STONE;510;50000;45
852;10;ICE_STONE;510;50000;60
853;10;ICE_STONE;510;60000;31
854;10;ICE_STONE;510;60000;45
855;10;ICE_STONE;510;60000;60
856;10;ICE_STONE;1000;40001;31
857;10;ICE_STONE;1000;40001;45
858;10;ICE_STONE;1000;40001;60
859;10;ICE_STONE;1000;50000;31
860;10;ICE_STONE;1000;50000;45
861;10;ICE_STONE;1000;50000;60
862;10;ICE_STONE;1000;60000;31
863;10;ICE_STONE;1000;60000;45
864;10;ICE_STONE;1000;60000;60
865;10;ICE_STONE;20;40001;61
866;10;ICE_STONE;20;40001;75
867;10;ICE_STONE;20;40001;90
868;10;ICE_STONE;20;50000;61
869;10;ICE_STONE;20;50000;75
870;10;ICE_STONE;20;50000;90
871;10;ICE_STONE;20;60000;61
872;10;ICE_STONE;20;60000;75
873;10;ICE_STONE;20;60000;90
874;10;ICE_STONE;510;40001;61
875;10;ICE_STONE;510;40001;75
876;10;ICE_STONE;510;40001;90
877;10;ICE_STONE;510;50000;61
878;10;ICE_STONE;510;50000;75
879;10;ICE_STONE;510;50000;90
880;10;ICE_STONE;510;60000;61
881;10;ICE_STONE;510;60000;75
882;10;ICE_STONE;510;60000;90
883;10;ICE_STONE;1000;40001;61
884;10;ICE_STONE;1000;40001;75
885;10;ICE_STONE;1000;40001;90
886;10;ICE_STONE;1000;50000;61
887;10;ICE_STONE;1000;50000;75
888;10;ICE_STONE;1000;50000;90
889;10;ICE_STONE;1000;60000;61
890;10;ICE_STONE;1000;60000;75
891;10;ICE_STONE;1000;60000;90
892;10;ICE_STONE;1001;1;1
893;10;ICE_STONE;1001;1;15
894;10;ICE_STONE;1001;1;30
895;10;ICE_STONE;1001;10000;1
896;10;ICE_STONE;1001;10000;15
897;10;ICE_STONE;1001;10000;30
898;10;ICE_STONE;1001;20000;1
899;10;ICE_STONE;1001;20000;15
900;10;ICE_STONE;1001;20000;30
901;10;ICE_STONE;2500;1;1
902;10;ICE_STONE;2500;1;15
903;10;ICE_STONE;2500;1;30
904;10;ICE_STONE;2500;10000;1
905;10;ICE_STONE;2500;10000;15
906;10;ICE_STONE;2500;10000;30
907;10;ICE_STONE;2500;20000;1
908;10;ICE_STONE;2500;20000;15
909;10;ICE_STONE;2500;20000;30
910;10;ICE_STONE;4000;1;1
911;10;ICE_STONE;4000;1;15
912;10;ICE_STONE;4000;1;30
913;10;ICE_STONE;4000;10000;1
914;10;ICE_STONE;4000;10000;15
915;10;ICE_STONE;4000;10000;30
916;10;ICE_STONE;4000;20000;1
917;10;ICE_STONE;4000;20000;15
918;10;ICE_STONE;4000;20000;30
919;10;ICE_STONE;1001;1;31
920;10;ICE_STONE;1001;1;45
921;10;ICE_STONE;1001;1;60
922;10;ICE_STONE;1001;10000;31
923;10;ICE_STONE;1001;10000;45
924;10;ICE_STONE;1001;10000;60
925;10;ICE_STONE;1001;20000;31
926;10;ICE_STONE;1001;20000;45
927;10;ICE_STONE;1001;20000;60
928;10;ICE_STONE;2500;1;31
929;10;ICE_STONE;2500;1;45
930;10;ICE_STONE;2500;1;60
931;10;ICE_STONE;2500;10000;31
932;10;ICE_STONE;2500;10000;45
933;10;ICE_STONE;2500;10000;60
934;10;ICE_STONE;2500;20000;31
935;10;ICE_STONE;2500;20000;45
936;10;ICE_STONE;2500;20000;60
937;10;ICE_STONE;4000;1;31
938;10;ICE_STONE;4000;1;45
939;10;ICE_STONE;4000;1;60
940;10;ICE_STONE;4000;10000;31
941;10;ICE_STONE;4000;10000;45
942;10;ICE_STONE;4000;10000;60
943;10;ICE_STONE;4000;20000;31
944;10;ICE_STONE;4000;20000;45
945;10;ICE_STONE;4000;20000;60
946;10;ICE_STONE;1001;1;61
947;10;ICE_STONE;1001;1;75
948;10;ICE_STONE;1001;1;90
949;10;ICE_STONE;1001;10000;61
950;10;ICE_STONE;1001;10000;75
951;10;ICE_STONE;1001;10000;90
952;10;ICE_STONE;1001;20000;61
953;10;ICE_STONE;1001;20000;75
954;10;ICE_STONE;1001;20000;90
955;10;ICE_STONE;2500;1;61
956;10;ICE_STONE;2500;1;75
957;10;ICE_STONE;2500;1;90
958;10;ICE_STONE;2500;10000;61
959;10;ICE_STONE;2500;10000;75
960;10;ICE_STONE;2500;10000;90
961;10;ICE_STONE;2500;20000;61
962;10;ICE_STONE;2500;20000;75
963;10;ICE_STONE;2500;20000;90
964;10;ICE_STONE;4000;1;61
965;10;ICE_STONE;4000;1;75
966;10;ICE_STONE;4000;1;90
967;10;ICE_STONE;4000;10000;61
968;10;ICE_STONE;4000;10000;75
969;10;ICE_STONE;4000;10000;90
970;10;ICE_STONE;4000;20000;61
971;10;ICE_STONE;4000;20000;75
972;10;ICE_STONE;4000;20000;90
973;10;ICE_STONE;1001;20001;1
974;10;ICE_STONE;1001;20001;15
975;10;ICE_STONE;1001;20001;30
976;10;ICE_STONE;1001;30000;1
977;10;ICE_STONE;1001;30000;15
978;10;ICE_STONE;1001;30000;30
979;10;ICE_STONE;1001;40000;1
980;10;ICE_STONE;1001;40000;15
981;10;ICE_STONE;1001;40000;30
982;10;ICE_STONE;2500;20001;1
983;10;ICE_STONE;2500;20001;15
984;10;ICE_STONE;2500;20001;30
985;10;ICE_STONE;2500;30000;1
986;10;ICE_STONE;2500;30000;15
987;10;ICE_STONE;2500;30000;30
988;10;ICE_STONE;2500;40000;1
989;10;ICE_STONE;2500;40000;15
990;10;ICE_STONE;2500;40000;30
991;10;ICE_STONE;4000;20001;1
992;10;ICE_STONE;4000;20001;15
993;10;ICE_STONE;4000;20001;30
994;10;ICE_STONE;4000;30000;1
995;10;ICE_STONE;4000;30000;15
996;10;ICE_STONE;4000;30000;30
997;10;ICE_STONE;4000;40000;1
998;10;ICE_STONE;4000;40000;15
999;10;ICE_STONE;4000;40000;30
1000;10;ICE_STONE;1001;20001;31
1001;10;ICE_STONE;1001;20001;45
1002;10;ICE_STONE;1001;20001;60
1003;10;ICE_STONE;1001;30000;31
1004;10;ICE_STONE;1001;30000;45
1005;10;ICE_STONE;1001;30000;60
1006;10;ICE_STONE;1001;40000;31
1007;10;ICE_STONE;1001;40000;45
1008;10;ICE_STONE;1001;40000;60
1009;10;ICE_STONE;2500;20001;31
1010;10;ICE_STONE;2500;20001;45
1011;10;ICE_STONE;2500;20001;60
1012;10;ICE_STONE;2500;30000;31
1013;10;ICE_STONE;2500;30000;45
1014;10;ICE_STONE;2500;30000;60
1015;10;ICE_STONE;2500;40000;31
1016;10;ICE_STONE;2500;40000;45
1017;10;ICE_STONE;2500;40000;60
1018;10;ICE_STONE;4000;20001;31
1019;10;ICE_STONE;4000;20001;45
1020;10;ICE_STONE;4000;20001;60
1021;10;ICE_STONE;4000;30000;31
1022;10;ICE_STONE;4000;30000;45
1023;10;ICE_STONE;4000;30000;60
1024;10;ICE_STONE;4000;40000;31
1025;10;ICE_STONE;4000;40000;45
1026;10;ICE_STONE;4000;40000;60
1027;10;ICE_STONE;1001;20001;61
1028;10;ICE_STONE;1001;20001;75
1029;10;ICE_STONE;1001;20001;90
1030;10;ICE_STONE;1001;30000;61
1031;10;ICE_STONE;1001;30000;75
1032;10;ICE_STONE;1001;30000;90
1033;10;ICE_STONE;1001;40000;61
1034;10;ICE_STONE;1001;40000;75
1035;10;ICE_STONE;1001;40000;90
1036;10;ICE_STONE;2500;20001;61
1037;10;ICE_STONE;2500;20001;75
1038;10;ICE_STONE;2500;20001;90
1039;10;ICE_STONE;2500;30000;61
1040;10;ICE_STONE;2500;30000;75
1041;10;ICE_STONE;2500;30000;90
1042;10;ICE_STONE;2500;40000;61
1043;10;ICE_STONE;2500;40000;75
1044;10;ICE_STONE;2500;40000;90
1045;10;ICE_STONE;4000;20001;61
1046;10;ICE_STONE;4000;20001;75
1047;10;ICE_STONE;4000;20001;90
1048;10;ICE_STONE;4000;30000;61
1049;10;ICE_STONE;4000;30000;75
1050;10;ICE_STONE;4000;30000;90
1051;10;ICE_STONE;4000;40000;61
1052;10;ICE_STONE;4000;40000;75
1053;10;ICE_STONE;4000;40000;90
1054;10;ICE_STONE;1001;40001;1
1055;10;ICE_STONE;1001;40001;15
1056;10;ICE_STONE;1001;40001;30
1057;10;ICE_STONE;1001;50000;1
1058;10;ICE_STONE;1001;50000;15
1059;10;ICE_STONE;1001;50000;30
1060;10;ICE_STONE;1001;60000;1
1061;10;ICE_STONE;1001;60000;15
1062;10;ICE_STONE;1001;60000;30
1063;10;ICE_STONE;2500;40001;1
1064;10;ICE_STONE;2500;40001;15
1065;10;ICE_STONE;2500;40001;30
1066;10;ICE_STONE;2500;50000;1
1067;10;ICE_STONE;2500;50000;15
1068;10;ICE_STONE;2500;50000;30
1069;10;ICE_STONE;2500;60000;1
1070;10;ICE_STONE;2500;60000;15
1071;10;ICE_STONE;2500;60000;30
1072;10;ICE_STONE;4000;40001;1
1073;10;ICE_STONE;4000;40001;15
1074;10;ICE_STONE;4000;40001;30
1075;10;ICE_STONE;4000;50000;1
1076;10;ICE_STONE;4000;50000;15
1077;10;ICE_STONE;4000;50000;30
1078;10;ICE_STONE;4000;60000;1
1079;10;ICE_STONE;4000;60000;15
1080;10;ICE_STONE;4000;60000;30
1081;10;ICE_STONE;1001;40001;31
1082;10;ICE_STONE;1001;40001;45
1083;10;ICE_STONE;1001;40001;60
1084;10;ICE_STONE;1001;50000;31
1085;10;ICE_STONE;1001;50000;45
1086;10;ICE_STONE;1001;50000;60
1087;10;ICE_STONE;1001;60000;31
1088;10;ICE_STONE;1001;60000;45
1089;10;ICE_STONE;1001;60000;60
1090;10;ICE_STONE;2500;40001;31
1091;10;ICE_STONE;2500;40001;45
1092;10;ICE_STONE;2500;40001;60
1093;10;ICE_STONE;2500;50000;31
1094;10;ICE_STONE;2500;50000;45
1095;10;ICE_STONE;2500;50000;60
1096;10;ICE_STONE;2500;60000;31
1097;10;ICE_STONE;2500;60000;45
1098;10;ICE_STONE;2500;60000;60
1099;10;ICE_STONE;4000;40001;31
1100;10;ICE_STONE;4000;40001;45
1101;10;ICE_STONE;4000;40001;60
1102;10;ICE_STONE;4000;50000;31
1103;10;ICE_STONE;4000;50000;45
1104;10;ICE_STONE;4000;50000;60
1105;10;ICE_STONE;4000;60000;31
1106;10;ICE_STONE;4000;60000;45
1107;10;ICE_STONE;4000;60000;60
1108;10;ICE_STONE;1001;40001;61
1109;10;ICE_STONE;1001;40001;75
1110;10;ICE_STONE;1001;40001;90
1111;10;ICE_STONE;1001;50000;61
1112;10;ICE_STONE;1001;50000;75
1113;10;ICE_STONE;1001;50000;90
1114;10;ICE_STONE;1001;60000;61
1115;10;ICE_STONE;1001;60000;75
1116;10;ICE_STONE;1001;60000;90
1117;10;ICE_STONE;2500;40001;61
1118;10;ICE_STONE;2500;40001;75
1119;10;ICE_STONE;2500;40001;90
1120;10;ICE_STONE;2500;50000;61
1121;10;ICE_STONE;2500;50000;75
1122;10;ICE_STONE;2500;50000;90
1123;10;ICE_STONE;2500;60000;61
1124;10;ICE_STONE;2500;60000;75
1125;10;ICE_STONE;2500;60000;90
1126;10;ICE_STONE;4000;40001;61
1127;10;ICE_STONE;4000;40001;75
1128;10;ICE_STONE;4000;40001;90
1129;10;ICE_STONE;4000;50000;61
1130;10;ICE_STONE;4000;50000;75
1131;10;ICE_STONE;4000;50000;90
1132;10;ICE_STONE;4000;60000;61
1133;10;ICE_STONE;4000;60000;75
1134;10;ICE_STONE;4000;60000;90
1135;10;ICE_STONE;100000000;20001;1
1136;10;ICE_STONE;100000000;20001;15
1137;10;ICE_STONE;100000000;20001;30
1138;10;ICE_STONE;100000000;30000;1
1139;10;ICE_STONE;100000000;30000;15
1140;10;ICE_STONE;100000000;30000;30
1141;10;ICE_STONE;100000000;40000;1
1142;10;ICE_STONE;100000000;40000;15
1143;10;ICE_STONE;100000000;40000;30
1144;10;ICE_STONE;200000000;20001;1
1145;10;ICE_STONE;200000000;20001;15
1146;10;ICE_STONE;200000000;20001;30
1147;10;ICE_STONE;200000000;30000;1
1148;10;ICE_STONE;200000000;30000;15
1149;10;ICE_STONE;200000000;30000;30
1150;10;ICE_STONE;200000000;40000;1
1151;10;ICE_STONE;200000000;40000;15
1152;10;ICE_STONE;200000000;40000;30
1153;10;ICE_STONE;300000000;20001;1
1154;10;ICE_STONE;300000000;20001;15
1155;10;ICE_STONE;300000000;20001;30
1156;10;ICE_STONE;300000000;30000;1
1157;10;ICE_STONE;300000000;30000;15
1158;10;ICE_STONE;300000000;30000;30
1159;10;ICE_STONE;300000000;40000;1
1160;10;ICE_STONE;300000000;40000;15
1161;10;ICE_STONE;300000000;40000;30
1162;10;ICE_STONE;100000000;20001;31
1163;10;ICE_STONE;100000000;20001;45
1164;10;ICE_STONE;100000000;20001;60
1165;10;ICE_STONE;100000000;30000;31
1166;10;ICE_STONE;100000000;30000;45
1167;10;ICE_STONE;100000000;30000;60
1168;10;ICE_STONE;100000000;40000;31
1169;10;ICE_STONE;100000000;40000;45
1170;10;ICE_STONE;100000000;40000;60
1171;10;ICE_STONE;200000000;20001;31
1172;10;ICE_STONE;200000000;20001;45
1173;10;ICE_STONE;200000000;20001;60
1174;10;ICE_STONE;200000000;30000;31
1175;10;ICE_STONE;200000000;30000;45
1176;10;ICE_STONE;200000000;30000;60
1177;10;ICE_STONE;200000000;40000;31
1178;10;ICE_STONE;200000000;40000;45
1179;10;ICE_STONE;200000000;40000;60
1180;10;ICE_STONE;300000000;20001;31
1181;10;ICE_STONE;300000000;20001;45
1182;10;ICE_STONE;300000000;20001;60
1183;10;ICE_STONE;300000000;30000;31
1184;10;ICE_STONE;300000000;30000;45
1185;10;ICE_STONE;300000000;30000;60
1186;10;ICE_STONE;300000000;40000;31
1187;10;ICE_STONE;300000000;40000;45
1188;10;ICE_STONE;300000000;40000;60
1189;10;ICE_STONE;100000000;20001;61
1190;10;ICE_STONE;100000000;20001;75
1191;10;ICE_STONE;100000000;20001;90
1192;10;ICE_STONE;100000000;30000;61
1193;10;ICE_STONE;100000000;30000;75
1194;10;ICE_STONE;100000000;30000;90
1195;10;ICE_STONE;100000000;40000;61
1196;10;ICE_STONE;100000000;40000;75
1197;10;ICE_STONE;100000000;40000;90
1198;10;ICE_STONE;200000000;20001;61
1199;10;ICE_STONE;200000000;20001;75
1200;10;ICE_STONE;200000000;20001;90
1201;10;ICE_STONE;200000000;30000;61
1202;10;ICE_STONE;200000000;30000;75
1203;10;ICE_STONE;200000000;30000;90
1204;10;ICE_STONE;200000000;40000;61
1205;10;ICE_STONE;200000000;40000;75
1206;10;ICE_STONE;200000000;40000;90
1207;10;ICE_STONE;300000000;20001;61
1208;10;ICE_STONE;300000000;20001;75
1209;10;ICE_STONE;300000000;20001;90
1210;10;ICE_STONE;300000000;30000;61
1211;10;ICE_STONE;300000000;30000;75
1212;10;ICE_STONE;300000000;30000;90
1213;10;ICE_STONE;300000000;40000;61
1214;10;ICE_STONE;300000000;40000;75
1215;10;ICE_STONE;300000000;40000;90
1216;10;ICE_STONE;100000000;40001;1
1217;10;ICE_STONE;100000000;40001;15
1218;10;ICE_STONE;100000000;40001;30
1219;10;ICE_STONE;100000000;50000;1
1220;10;ICE_STONE;100000000;50000;15
1221;10;ICE_STONE;100000000;50000;30
1222;10;ICE_STONE;100000000;60000;1
1223;10;ICE_STONE;100000000;60000;15
1224;10;ICE_STONE;100000000;60000;30
1225;10;ICE_STONE;200000000;40001;1
1226;10;ICE_STONE;200000000;40001;15
1227;10;ICE_STONE;200000000;40001;30
1228;10;ICE_STONE;200000000;50000;1
1229;10;ICE_STONE;200000000;50000;15
1230;10;ICE_STONE;200000000;50000;30
1231;10;ICE_STONE;200000000;60000;1
1232;10;ICE_STONE;200000000;60000;15
1233;10;ICE_STONE;200000000;60000;30
1234;10;ICE_STONE;300000000;40001;1
1235;10;ICE_STONE;300000000;40001;15
1236;10;ICE_STONE;300000000;40001;30
1237;10;ICE_STONE;300000000;50000;1
1238;10;ICE_STONE;300000000;50000;15
1239;10;ICE_STONE;300000000;50000;30
1240;10;ICE_STONE;300000000;60000;1
1241;10;ICE_STONE;300000000;60000;15
1242;10;ICE_STONE;300000000;60000;30
1243;10;ICE_STONE;100000000;40001;31
1244;10;ICE_STONE;100000000;40001;45
1245;10;ICE_STONE;100000000;40001;60
1246;10;ICE_STONE;100000000;50000;31
1247;10;ICE_STONE;100000000;50000;45
1248;10;ICE_STONE;100000000;50000;60
1249;10;ICE_STONE;100000000;60000;31
1250;10;ICE_STONE;100000000;60000;45
1251;10;ICE_STONE;100000000;60000;60
1252;10;ICE_STONE;200000000;40001;31
1253;10;ICE_STONE;200000000;40001;45
1254;10;ICE_STONE;200000000;40001;60
1255;10;ICE_STONE;200000000;50000;31
1256;10;ICE_STONE;200000000;50000;45
1257;10;ICE_STONE;200000000;50000;60
1258;10;ICE_STONE;200000000;60000;31
1259;10;ICE_STONE;200000000;60000;45
1260;10;ICE_STONE;200000000;60000;60
1261;10;ICE_STONE;300000000;40001;31
1262;10;ICE_STONE;300000000;40001;45
1263;10;ICE_STONE;300000000;40001;60
1264;10;ICE_STONE;300000000;50000;31
1265;10;ICE_STONE;300000000;50000;45
1266;10;ICE_STONE;300000000;50000;60
1267;10;ICE_STONE;300000000;60000;31
1268;10;ICE_STONE;300000000;60000;45
1269;10;ICE_STONE;300000000;60000;60
1270;10;ICE_STONE;100000000;40001;61
1271;10;ICE_STONE;100000000;40001;75
1272;10;ICE_STONE;100000000;40001;90
1273;10;ICE_STONE;100000000;50000;61
1274;10;ICE_STONE;100000000;50000;75
1275;10;ICE_STONE;100000000;50000;90
1276;10;ICE_STONE;100000000;60000;61
1277;10;ICE_STONE;100000000;60000;75
1278;10;ICE_STONE;100000000;60000;90
1279;10;ICE_STONE;200000000;40001;61
1280;10;ICE_STONE;200000000;40001;75
1281;10;ICE_STONE;200000000;40001;90
1282;10;ICE_STONE;200000000;50000;61
1283;10;ICE_STONE;200000000;50000;75
1284;10;ICE_STONE;200000000;50000;90
1285;10;ICE_STONE;200000000;60000;61
1286;10;ICE_STONE;200000000;60000;75
1287;10;ICE_STONE;200000000;60000;90
1288;10;ICE_STONE;300000000;40001;61
1289;10;ICE_STONE;300000000;40001;75
1290;10;ICE_STONE;300000000;40001;90
1291;10;ICE_STONE;300000000;50000;61
1292;10;ICE_STONE;300000000;50000;75
1293;10;ICE_STONE;300000000;50000;90
1294;10;ICE_STONE;300000000;60000;61
1295;10;ICE_STONE;300000000;60000;75
1296;10;ICE_STONE;300000000;60000;90
1297;10;STONE;20;1;1
1298;10;STONE;20;1;15
1299;10;STONE;20;1;30
1300;10;STONE;20;10000;1
1301;10;STONE;20;10000;15
1302;10;STONE;20;10000;30
1303;10;STONE;20;20000;1
1304;10;STONE;20;20000;15
1305;10;STONE;20;20000;30
1306;10;STONE;510;1;1
1307;10;STONE;510;1;15
1308;10;STONE;510;1;30
1309;10;STONE;510;10000;1
1310;10;STONE;510;10000;15
1311;10;STONE;510;10000;30
1312;10;STONE;510;20000;1
1313;10;STONE;510;20000;15
1314;10;STONE;510;20000;30
1315;10;STONE;1000;1;1
1316;10;STONE;1000;1;15
1317;10;STONE;1000;1;30
1318;10;STONE;1000;10000;1
1319;10;STONE;1000;10000;15
1320;10;STONE;1000;10000;30
1321;10;STONE;1000;20000;1
1322;10;STONE;1000;20000;15
1323;10;STONE;1000;20000;30
1324;10;STONE;20;1;31
1325;10;STONE;20;1;45
1326;10;STONE;20;1;60
1327;10;STONE;20;10000;31
1328;10;STONE;20;10000;45
1329;10;STONE;20;10000;60
1330;10;STONE;20;20000;31
1331;10;STONE;20;20000;45
1332;10;STONE;20;20000;60
1333;10;STONE;510;1;31
1334;10;STONE;510;1;45
1335;10;STONE;510;1;60
1336;10;STONE;510;10000;31
1337;10;STONE;510;10000;45
1338;10;STONE;510;10000;60
1339;10;STONE;510;20000;31
1340;10;STONE;510;20000;45
1341;10;STONE;510;20000;60
1342;10;STONE;1000;1;31
1343;10;STONE;1000;1;45
1344;10;STONE;1000;1;60
1345;10;STONE;1000;10000;31
1346;10;STONE;1000;10000;45
1347;10;STONE;1000;10000;60
1348;10;STONE;1000;20000;31
1349;10;STONE;1000;20000;45
1350;10;STONE;1000;20000;60
1351;10;STONE;20;1;61
1352;10;STONE;20;1;75
1353;10;STONE;20;1;90
1354;10;STONE;20;10000;61
1355;10;STONE;20;10000;75
1356;10;STONE;20;10000;90
1357;10;STONE;20;20000;61
1358;10;STONE;20;20000;75
1359;10;STONE;20;20000;90
1360;10;STONE;510;1;61
1361;10;STONE;510;1;75
1362;10;STONE;510;1;90
1363;10;STONE;510;10000;61
1364;10;STONE;510;10000;75
1365;10;STONE;510;10000;90
1366;10;STONE;510;20000;61
1367;10;STONE;510;20000;75
1368;10;STONE;510;20000;90
1369;10;STONE;1000;1;61
1370;10;STONE;1000;1;75
1371;10;STONE;1000;1;90
1372;10;STONE;1000;10000;61
1373;10;STONE;1000;10000;75
1374;10;STONE;1000;10000;90
1375;10;STONE;1000;20000;61
1376;10;STONE;1000;20000;75
1377;10;STONE;1000;20000;90
1378;10;STONE;20;20001;1
1379;10;STONE;20;20001;15
1380;10;STONE;20;20001;30
1381;10;STONE;20;30000;1
1382;10;STONE;20;30000;15
1383;10;STONE;20;30000;30
1384;10;STONE;20;40000;1
1385;10;STONE;20;40000;15
1386;10;STONE;20;40000;30
1387;10;STONE;510;20001;1
1388;10;STONE;510;20001;15
1389;10;STONE;510;20001;30
1390;10;STONE;510;30000;1
1391;10;STONE;510;30000;15
1392;10;STONE;510;30000;30
1393;10;STONE;510;40000;1
1394;10;STONE;510;40000;15
1395;10;STONE;510;40000;30
1396;10;STONE;1000;20001;1
1397;10;STONE;1000;20001;15
1398;10;STONE;1000;20001;30
1399;10;STONE;1000;30000;1
1400;10;STONE;1000;30000;15
1401;10;STONE;1000;30000;30
1402;10;STONE;1000;40000;1
1403;10;STONE;1000;40000;15
1404;10;STONE;1000;40000;30
1405;10;STONE;20;20001;31
1406;10;STONE;20;20001;45
1407;10;STONE;20;20001;60
1408;10;STONE;20;30000;31
1409;10;STONE;20;30000;45
1410;10;STONE;20;30000;60
1411;10;STONE;20;40000;31
1412;10;STONE;20;40000;45
1413;10;STONE;20;40000;60
1414;10;STONE;510;20001;31
1415;10;STONE;510;20001;45
1416;10;STONE;510;20001;60
1417;10;STONE;510;30000;31
1418;10;STONE;510;30000;45
1419;10;STONE;510;30000;60
1420;10;STONE;510;40000;31
1421;10;STONE;510;40000;45
1422;10;STONE;510;40000;60
1423;10;STONE;1000;20001;31
1424;10;STONE;1000;20001;45
1425;10;STONE;1000;20001;60
1426;10;STONE;1000;30000;31
1427;10;STONE;1000;30000;45
1428;10;STONE;1000;30000;60
1429;10;STONE;1000;40000;31
1430;10;STONE;1000;40000;45
1431;10;STONE;1000;40000;60
1432;10;STONE;20;20001;61
1433;10;STONE;20;20001;75
1434;10;STONE;20;20001;90
1435;10;STONE;20;30000;61
1436;10;STONE;20;30000;75
1437;10;STONE;20;30000;90
1438;10;STONE;20;40000;61
1439;10;STONE;20;40000;75
1440;10;STONE;20;40000;90
1441;10;STONE;510;20001;61
1442;10;STONE;510;20001;75
1443;10;STONE;510;20001;90
1444;10;STONE;510;30000;61
1445;10;STONE;510;30000;75
1446;10;STONE;510;30000;90
1447;10;STONE;510;40000;61
1448;10;STONE;510;40000;75
1449;10;STONE;510;40000;90
1450;10;STONE;1000;20001;61
1451;10;STONE;1000;20001;75
1452;10;STONE;1000;20001;90
1453;10;STONE;1000;30000;61
1454;10;STONE;1000;30000;75
1455;10;STONE;1000;30000;90
1456;10;STONE;1000;40000;61
1457;10;STONE;1000;40000;75
1458;10;STONE;1000;40000;90
1459;10;STONE;20;40001;1
1460;10;STONE;20;40001;15
1461;10;STONE;20;40001;30
1462;10;STONE;20;50000;1
1463;10;STONE;20;50000;15
1464;10;STONE;20;50000;30
1465;10;STONE;20;60000;1
1466;10;STONE;20;60000;15
1467;10;STONE;20;60000;30
1468;10;STONE;510;40001;1
1469;10;STONE;510;40001;15
1470;10;STONE;510;40001;30
1471;10;STONE;510;50000;1
1472;10;STONE;510;50000;15
1473;10;STONE;510;50000;30
1474;10;STONE;510;60000;1
1475;10;STONE;510;60000;15
1476;10;STONE;510;60000;30
1477;10;STONE;1000;40001;1
1478;10;STONE;1000;40001;15
1479;10;STONE;1000;40001;30
1480;10;STONE;1000;50000;1
1481;10;STONE;1000;50000;15
1482;10;STONE;1000;50000;30
1483;10;STONE;1000;60000;1
1484;10;STONE;1000;60000;15
1485;10;STONE;1000;60000;30
1486;10;STONE;20;40001;31
1487;10;STONE;20;40001;45
1488;10;STONE;20;40001;60
1489;10;STONE;20;50000;31
1490;10;STONE;20;50000;45
1491;10;STONE;20;50000;60
1492;10;STONE;20;60000;31
1493;10;STONE;20;60000;45
1494;10;STONE;20;60000;60
1495;10;STONE;510;40001;31
1496;10;STONE;510;40001;45
1497;10;STONE;510;40001;60
1498;10;STONE;510;50000;31
1499;10;STONE;510;50000;45
1500;10;STONE;510;50000;60
1501;10;STONE;510;60000;31
1502;10;STONE;510;60000;45
1503;10;STONE;510;60000;60
1504;10;STONE;1000;40001;31
1505;10;STONE;1000;40001;45
1506;10;STONE;1000;40001;60
1507;10;STONE;1000;50000;31
1508;10;STONE;1000;50000;45
1509;10;STONE;1000;50000;60
1510;10;STONE;1000;60000;31
1511;10;STONE;1000;60000;45
1512;10;STONE;1000;60000;60
1513;10;STONE;20;40001;61
1514;10;STONE;20;40001;75
1515;10;STONE;20;40001;90
1516;10;STONE;20;50000;61
1517;10;STONE;20;50000;75
1518;10;STONE;20;50000;90
1519;10;STONE;20;60000;61
1520;10;STONE;20;60000;75
1521;10;STONE;20;60000;90
1522;10;STONE;510;40001;61
1523;10;STONE;510;40001;75
1524;10;STONE;510;40001;90
1525;10;STONE;510;50000;61
1526;10;STONE;510;50000;75
1527;10;STONE;510;50000;90
1528;10;STONE;510;60000;61
1529;10;STONE;510;60000;75
1530;10;STONE;510;60000;90
1531;10;STONE;1000;40001;61
1532;10;STONE;1000;40001;75
1533;10;STONE;1000;40001;90
1534;10;STONE;1000;50000;61
1535;10;STONE;1000;50000;75
1536;10;STONE;1000;50000;90
1537;10;STONE;1000;60000;61
1538;10;STONE;1000;60000;75
1539;10;STONE;1000;60000;90
1540;10;STONE;1001;1;1
1541;10;STONE;1001;1;15
1542;10;STONE;1001;1;30
1543;10;STONE;1001;10000;1
1544;10;STONE;1001;10000;15
1545;10;STONE;1001;10000;30
1546;10;STONE;1001;20000;1
1547;10;STONE;1001;20000;15
1548;10;STONE;1001;20000;30
1549;10;STONE;2500;1;1
1550;10;STONE;2500;1;15
1551;10;STONE;2500;1;30
1552;10;STONE;2500;10000;1
1553;10;STONE;2500;10000;15
1554;10;STONE;2500;10000;30
1555;10;STONE;2500;20000;1
1556;10;STONE;2500;20000;15
1557;10;STONE;2500;20000;30
1558;10;STONE;4000;1;1
1559;10;STONE;4000;1;15
1560;10;STONE;4000;1;30
1561;10;STONE;4000;10000;1
1562;10;STONE;4000;10000;15
1563;10;STONE;4000;10000;30
1564;10;STONE;4000;20000;1
